Word,Freq_SUBTLEXUS,BigramF_Avg_C_Log,OLD20,PLD20,Phonographic_N,Sem_N_D,NMorph,,TrigramF_Avg_C_Log,STRING,N2_F,N3_F,N2_F_log10,N3_F_log10,BigramF_Avg_C_Log_SCOPE,TrigramF_Avg_C_Log_SCOPE,
feast,2.535294,3.265270764,1.65,1.35,3,0.5684627,1,,2.504443676,feast,1841.92,319.48,3.265270764,2.504443676,3.265506,2.505801,
feat,1.897627,3.823959768,1.2,1,7,0.5834286,1,,2.435892123,feat,6667.45,272.83,3.823959768,2.435892123,3.824025,2.437481,
feather,2.5302,3.281037915,1.7,1.5,3,0.5515353,1,,2.883882784,feather,1910.02,765.39,3.281037915,2.883882784,3.281265,2.88445,
feathers,2.465383,2.799326762,1.85,1.65,4,0.564995,2,,2.370790565,feathers,629.98,234.85,2.799326762,2.370790565,2.800016,2.372636,
feature,2.475671,2.974990396,2.15,1.85,0,0.6804937,1,,2.475438728,feature,944.04,298.84,2.974990396,2.475438728,2.97545,2.47689,
features,2.389166,2.988879877,2.3,1.85,1,0.6825139,2,,2.314436069,features,974.72,206.27,2.988879877,2.314436069,2.989325,2.316536,
february,2.448706,2.453257168,3.8,4.55,0,0.6742132,1,,1.958659427,february,283.96,90.92,2.453257168,1.958659427,2.454784,1.96341,
fed,2.909021,2.805894875,1.25,1,10,0.6114546,1,,1.613313161,fed,639.58,41.05,2.805894875,1.613313161,2.806573,1.623766,
federal,3.069668,2.95448854,2.6,2.65,0,0.6600319,2,,2.573996523,federal,900.51,374.97,2.95448854,2.573996523,2.954971,2.575153,
fee,2.694605,2.94493154,1.2,1,14,0.6065922,1,,1.114944416,fee,880.91,13.03,2.94493154,1.114944416,2.945424,1.147058,
feed,3.335057,3.44670023,1.1,1,12,0.6226195,1,,2.788860992,feed,2797.05,614.98,3.44670023,2.788860992,3.446855,2.789567,
feeder,1.556303,3.278755887,1.9,1.25,1,0.5474636,2,,2.31983448,feeder,1900.01,208.85,3.278755887,2.31983448,3.278984,2.321909,
feel,4.505014,3.395419009,1.4,1,8,0.651496,1,,2.721925972,feel,2485.53,527.14,3.395419009,2.721925972,3.395594,2.722749,
feeling,3.933386,3.549346636,1.75,1.2,5,0.6372827,2,,3.308336002,feeling,3542.8,2033.93,3.549346636,3.308336002,3.549469,3.308549,
feelings,3.4682,2.650744512,2.35,1.75,2,0.6155025,3,,2.27959851,feelings,447.45,190.37,2.650744512,2.27959851,2.651714,2.281874,
feels,3.552668,2.788634952,1.65,1.1,6,0.6126067,2,,1.868115205,feels,614.66,73.81,2.788634952,1.868115205,2.789341,1.87396,
feet,3.78944,3.39662297,1.5,1,6,0.6408107,1,,2.718700937,feet,2492.43,523.24,3.39662297,2.718700937,3.396797,2.71953,
feigning,1,3.228972368,2.6,1.5,2,0.3062581,2,,2.968875037,feigning,1694.23,930.84,3.228972368,2.968875037,3.229229,2.969341,
feint,1.380211,3.258448106,1.9,1.5,0,0.3279052,1,,2.675393353,feint,1813.21,473.58,3.258448106,2.675393353,3.258688,2.676309,
felicity,2.933487,2.800345845,2.75,2.65,0,0.4529555,2,,2.387300822,felicity,631.46,243.95,2.800345845,2.387300822,2.801033,2.389077,
fell,3.57101,3.516909354,1.3,1,13,0.6664414,1,,3.074787194,fell,3287.83,1187.92,3.516909354,3.074787194,3.517041,3.075153,
fella,3.231979,2.561947671,1.9,1.7,3,0.2628867,1,,1.78096503,fella,364.71,60.39,2.561947671,1.78096503,NaN,NaN,
fellas,3.295347,2.669753745,1.95,1.8,0,0.2345662,2,,1.86266795,fellas,467.47,72.89,2.669753745,1.86266795,NaN,NaN,
fellow,3.475381,2.780093986,1.7,1.35,5,0.6664413,1,,2.285872227,fellow,602.69,193.14,2.780093986,2.285872227,2.780814,2.288115,
felony,2.456366,2.626206876,2.45,2.15,1,0.5156761,2,,1.599883072,felony,422.87,39.8,2.626206876,1.599883072,2.627233,1.61066,
felt,3.786183,3.211272758,1.6,1.4,5,0.6716561,1,,2.694166296,felt,1626.57,494.5,3.211272758,2.694166296,3.21154,2.695044,
female,3.207634,3.04815425,2.35,2.35,0,0.6650975,1,,2.135450699,female,1117.26,136.6,3.04815425,2.135450699,3.048543,2.138618,
feminine,2.369216,3.081793617,2.9,2.95,0,0.5599444,2,,2.235124264,feminine,1207.24,171.84,3.081793617,2.235124264,3.082153,2.237644,
fen,1.278754,2.91202533,0,0,18,0.425983,1,,0.136720567,fen,816.63,1.37,2.91202533,0.136720567,2.912557,0.3747483,
fence,2.913814,2.986592607,1.75,1.5,2,0.5773916,1,,2.392204356,fence,969.6,246.72,2.986592607,2.392204356,2.98704,2.393961,
fend,1.681241,3.274843401,1.25,1,12,0.433554,1,,1.95717613,fend,1882.97,90.61,3.274843401,1.95717613,3.275074,1.961943,
fern,2.214844,3.418849615,1.9,1.3,4,0.5058262,1,,0.460897843,fern,2623.31,2.89,3.418849615,0.460897843,3.419015,0.5899496,
ferocious,1.90309,2.615718647,3.1,3.25,0,0.4525919,2,,2.108666483,ferocious,412.78,128.43,2.615718647,2.108666483,2.616769,2.112035,
ferret,1.924279,2.858597345,2.1,1.85,0,0.3675204,1,,1.720655357,ferret,722.1,52.56,2.858597345,1.720655357,2.859198,1.728841,
ferry,2.437751,2.781561514,1.75,1,8,0.6085002,1,,2.208333844,ferry,604.73,161.56,2.781561514,2.208333844,2.782279,2.211014,
fertile,1.908485,3.075024764,2.5,1.75,0,0.5684931,1,,2.131490346,fertile,1188.57,135.36,3.075024764,2.131490346,3.07539,2.134687,
fertilizer,2.004321,2.310905629,3.4,4.55,1,0.5299449,3,,1.805432888,fertilizer,204.6,63.89,2.310905629,1.805432888,2.313023,1.812178,
festive,1.995635,3.024592381,2.6,2.5,1,0.4655729,2,,2.192065411,festive,1058.26,155.62,3.024592381,2.192065411,3.025003,2.194847,
fetch,2.748188,3.10635071,1.9,1.85,5,0.4598613,1,,2.133155538,fetch,1277.47,135.88,3.10635071,2.133155538,3.106691,2.13634,
fete,1.230449,2.892962324,0,0,0,0.2885124,1,,-0.080921908,fete,781.56,0.83,2.892962324,-0.080921908,2.893518,0.2624511,
feud,1.826075,2.677387925,1.75,1.4,0,0.5715748,1,,0.075546961,feud,475.76,1.19,2.677387925,0.075546961,2.6783,0.3404441,
fever,3.007748,3.463652643,1.75,1.65,2,0.585234,1,,2.918884448,fever,2908.39,829.63,3.463652643,2.918884448,3.463802,2.919408,
few,4.187351,3.070591932,1.45,1.1,3,0.6974633,1,,2.772417065,few,1176.5,592.13,3.070591932,2.772417065,3.070961,2.77315,
fib,1.819544,1.757168192,1.45,1.35,13,0.2451439,1,,-0.744727495,fib,57.17,0.18,1.757168192,-0.744727495,1.764699,0.07188201,
fibber,0.9542425,3.206855547,0,0,4,0.2316119,2,,2.142702246,fibber,1610.11,138.9,3.206855547,2.142702246,3.207125,2.145818,
fiche,0.30103,2.702396067,0,0,0,NaN,1,,0.501059262,fiche,503.96,3.17,2.702396067,0.501059262,NaN,NaN,
fiction,2.49276,3.026892645,2,1.8,2,0.6393375,2,,2.526145353,fiction,1063.88,335.85,3.026892645,2.526145353,3.027301,2.527437,
fictional,1.857332,2.48248769,2.75,2.7,0,0.6376159,3,,1.796643704,fictional,303.73,62.61,2.48248769,1.796643704,2.483915,1.803525,
fidgety,1.278754,2.69144399,2.85,2.9,0,0.2019832,2,,1.936262342,fidgety,491.41,86.35,2.69144399,1.936262342,2.692327,1.941263,
field,3.554004,3.348215268,1.75,1.05,3,0.6851302,1,,2.159958003,field,2229.54,144.53,3.348215268,2.159958003,3.34841,2.162953,
fiend,2.158362,3.027887555,1.8,1.4,1,0.3902876,1,,1.924589386,fiend,1066.32,84.06,3.027887555,1.924589386,3.028295,1.929725,
fierce,2.389166,2.748792516,2.2,1.6,1,0.5928533,1,,1.788451207,fierce,560.78,61.44,2.748792516,1.788451207,2.749566,1.795463,
fife,1.732394,3.080103143,1.65,1.5,8,0.5560189,1,,2.680879174,fife,1202.55,479.6,3.080103143,2.680879174,3.080464,2.681784,
fifteen,2.952308,2.859714571,2.85,2.45,0,0.6419385,2,,2.372930405,fifteen,723.96,236.01,2.859714571,2.372930405,2.860314,2.374767,
fifth,2.991226,2.995670288,1.9,1.95,1,0.6691114,2,,1.923968965,fifth,990.08,83.94,2.995670288,1.923968965,2.996109,1.929112,
fifty,2.982723,2.887071276,1.9,1.8,1,0.6302707,2,,2.007021926,fifty,771.03,101.63,2.887071276,2.007021926,2.887634,2.011274,
fig,1.799341,2.366366916,1.3,1.15,16,0.4972936,1,,0.607455023,fig,232.47,4.05,2.366366916,0.607455023,2.368231,0.7032914,
fight,4.010978,3.396084218,1.5,1,8,0.6694805,1,,3.249171443,fight,2489.34,1774.89,3.396084218,3.249171443,3.396259,3.249416,
fighter,2.814913,3.10502623,1.95,1.2,2,0.6219947,2,,2.306725177,fighter,1273.58,202.64,3.10502623,2.306725177,3.105367,2.308863,
fighting,3.557748,3.296941472,2.45,1.3,3,0.6650742,2,,3.027476004,fighting,1981.26,1065.31,3.296941472,3.027476004,3.297161,3.027883,
figure,3.819478,2.983806642,2.3,2.3,0,0.6728922,1,,2.421011303,figure,963.4,263.64,2.983806642,2.421011303,2.984257,2.422655,
figured,3.590396,3.247892289,2.55,2.55,1,0.5238656,2,,2.439032532,figured,1769.67,274.81,3.247892289,2.439032532,3.248138,2.44061,
figures,2.977724,2.995099673,2.55,2.45,1,0.6694144,2,,2.139910556,figures,988.78,138.01,2.995099673,2.139910556,2.995539,2.143046,
figuring,2.503791,3.261638698,2.7,2.75,0,0.3650042,2,,2.978006947,figuring,1826.58,950.62,3.261638698,2.978006947,3.261876,2.978464,
file,3.351603,3.254982879,1.15,1,14,0.6235675,1,,2.098747529,file,1798.8,125.53,3.254982879,2.098747529,3.255224,2.102194,
files,3.133219,3.216358586,1.4,1.35,11,0.6121253,2,,2.369846426,files,1645.73,234.34,3.216358586,2.369846426,3.216622,2.371696,
filibuster,1.079181,2.215901813,4.1,4.7,0,0.3590934,1,,1.434089638,filibuster,164.4,27.17,2.215901813,1.434089638,2.218536,1.449787,
fill,3.350636,3.522097181,1.05,1,15,0.6294725,1,,3.114093659,fill,3327.34,1300.45,3.522097181,3.114093659,3.522228,3.114427,
filled,3.142076,3.41403024,1.5,1,8,0.655459,2,,2.783210155,filled,2594.36,607.03,3.41403024,2.783210155,3.414198,2.783925,
filling,2.694605,3.571825249,1.5,1,8,0.6004119,2,,3.330926912,filling,3731,2142.53,3.571825249,3.330926912,3.571942,3.33113,
film,3.522314,3.183693964,1.75,1.55,0,0.6760052,1,,2.044774874,film,1526.49,110.86,3.183693964,2.044774874,3.183978,2.048675,
films,2.87564,2.911589024,1.75,1.7,1,0.6600712,2,,1.637589786,films,815.81,43.41,2.911589024,1.637589786,2.912121,1.647481,
filter,2.212188,3.348812866,1.85,1.8,1,0.5951723,1,,2.607358503,filter,2232.61,404.91,3.348812866,2.607358503,3.349007,2.60843,
filth,2.365488,3.020957614,1.85,1.55,3,0.3793175,1,,1.413969972,filth,1049.44,25.94,3.020957614,1.413969972,3.021371,1.430398,
filthiness,1,2.033865867,0,0,0,0.2391407,3,,1.656002321,filthiness,108.11,45.29,2.033865867,1.656002321,2.037865,1.665487,
filthy,2.923762,2.503899583,2.45,1.85,0,0.4129635,2,,1.67651071,filthy,319.08,47.48,2.503899583,1.67651071,2.505259,1.685563,
fin,2.243038,2.122379732,1,1,17,0.5600309,1,,0.580924976,fin,132.55,3.81,2.122379732,0.580924976,2.125644,0.6821451,
final,3.403807,3.054160908,1.9,1.8,0,0.6825148,1,,2.145103133,final,1132.82,139.67,3.054160908,2.145103133,3.054544,2.148201,
finale,2.100371,3.078529315,1.9,2.65,0,0.5946845,1,,1.767452718,finale,1198.2,58.54,3.078529315,1.767452718,3.078892,1.774809,
finally,3.777427,2.960917685,2.5,2.45,0,0.6932913,2,,2.578685043,finally,913.94,379.04,2.960917685,2.578685043,2.961393,2.579829,
finance,2.437751,2.862935987,2.35,2.65,0,0.6331389,1,,2.435159271,finance,729.35,272.37,2.862935987,2.435159271,2.863531,2.436751,
financial,2.89098,2.53155555,3.45,3.5,0,0.6705769,2,,2.051461244,financial,340.06,112.58,2.53155555,2.051461244,2.532831,2.055302,
find,4.627161,3.332533388,1.15,1.15,8,0.6851618,1,,2.999021736,find,2150.47,997.75,3.332533388,2.999021736,3.332735,2.999457,
finder,1.934498,3.328171582,1.4,1.6,6,0.4530748,2,,2.408663874,finder,2128.98,256.25,3.328171582,2.408663874,3.328376,2.410355,
finding,3.286905,3.542004594,1.8,1.75,4,0.6679074,2,,3.299147598,finding,3483.41,1991.35,3.542004594,3.299147598,3.542129,3.299366,
finds,3.17406,3.128696452,1.5,1.65,8,0.659737,2,,2.488705794,finds,1344.92,308.11,3.128696452,2.488705794,3.129019,2.490113,
fine,4.484343,3.275714359,1,1,16,0.667434,1,,2.795629792,fine,1886.75,624.64,3.275714359,2.795629792,3.275944,2.796325,
finest,2.924796,2.847041805,1.95,2.15,0,0.5874885,2,,2.160078181,finest,703.14,144.57,2.847041805,2.160078181,2.847659,2.163072,
finger,3.272074,3.305746784,1.6,1.85,1,0.5965701,1,,2.540554699,finger,2021.84,347.18,3.305746784,2.540554699,3.305962,2.541804,
fingernail,1.838849,2.107176039,3.7,4.35,0,0.2813592,2,,1.171433901,fingernail,127.99,14.84,2.107176039,1.171433901,2.110556,1.199755,
fingers,3.229682,3.077713023,1.75,2.05,1,0.5808296,2,,2.714723632,fingers,1195.95,518.47,3.077713023,2.714723632,3.078076,2.71556,
fingertip,1.041393,2.471878199,3.5,4.1,0,0.2390807,2,,1.68770728,fingertip,296.4,48.72,2.471878199,1.68770728,2.473341,1.696531,
finish,3.702947,2.71139382,1.9,1.85,0,0.6356585,1,,2.040681439,finish,514.51,109.82,2.71139382,2.040681439,2.712237,2.044618,
finished,3.630428,3.151179786,2.5,1.9,1,0.6514595,2,,2.381962978,finished,1416.38,240.97,3.151179786,2.381962978,3.151486,2.383762,
fink,2.31597,3.161829008,1.25,1.35,9,0.4322296,1,,2.56944414,fink,1451.54,371.06,3.161829008,2.56944414,3.162128,2.570613,
finn,2.401401,3.125526807,1.65,1,2,0.5696333,1,,2.49780013,finn,1335.14,314.63,3.125526807,2.49780013,3.125852,2.499178,
fir,1.361728,2.425941588,1.35,1.4,2,0.5096277,1,,0.354108439,fir,266.65,2.26,2.425941588,0.354108439,2.427567,0.5132176,
fire,4.041037,3.525205531,1.1,1,13,0.6803913,1,,2.355738784,fire,3351.24,226.85,3.525205531,2.355738784,3.525335,2.357649,
firecracker,1.740363,1.920279895,4.25,4.25,0,0.2844799,3,,0.706717782,firecracker,83.23,5.09,1.920279895,0.706717782,1.925467,0.7846173,
fired,3.499687,3.278142874,1.45,1.45,9,0.6405267,2,,2.737907923,fired,1897.33,546.9,3.278142874,2.737907923,3.278372,2.738701,
firefighter,1.724276,1.873436863,NaN,NaN,NaN,NaN,NaN,,0.752048448,firefighter,74.72,5.65,1.873436863,0.752048448,NaN,NaN,
firefly,1.462398,2.862983621,2.8,3.55,0,0.4279412,2,,1.537189226,firefly,729.43,34.45,2.862983621,1.537189226,2.863579,1.549616,
firehouse,1.799341,2.169762577,NaN,NaN,NaN,NaN,NaN,,1.54863506,firehouse,147.83,35.37,2.169762577,1.54863506,NaN,NaN,
fireman,2.176091,2.627539949,2.65,2.65,1,0.4251683,2,,1.211387553,fireman,424.17,16.27,2.627539949,1.211387553,2.628563,1.237292,
fireplace,2.414973,2.395204039,3.2,3.7,0,0.5026149,2,,1.542949849,fireplace,248.43,34.91,2.395204039,1.542949849,2.396949,1.555215,
firewood,1.892095,2.340820737,3.05,3.3,0,0.4451096,2,,1.661149857,firewood,219.19,45.83,2.340820737,1.661149857,2.342798,1.670524,
firework,0.9542425,2.384263786,0,0,0,0.3789599,2,,1.687261346,firework,242.25,48.67,2.384263786,1.687261346,2.386053,1.696094,
fireworks,2.459392,2.162265614,3.8,3.75,0,0.5562106,3,,1.464340485,fireworks,145.3,29.13,2.162265614,1.464340485,2.165244,1.478999,
firing,2.972203,3.331007985,1.7,1.7,8,0.6183104,2,,3.04406915,firing,2142.93,1106.8,3.331007985,3.04406915,3.331211,3.044461,
firm,3.255273,2.970142235,1.7,1.45,1,0.6610545,1,,2.187266838,firm,933.56,153.91,2.970142235,2.187266838,2.970607,2.190079,
first,4.632153,3.267875419,1.95,1.7,0,0.6999889,1,,3.102454288,first,1853,1266.06,3.267875419,3.102454288,3.26811,3.102797,
fish,3.629308,3.003085533,1.75,1.3,3,0.6506136,1,,2.418268138,fish,1007.13,261.98,3.003085533,2.418268138,3.003517,2.419923,
fishbowl,1,2.21869302,NaN,NaN,NaN,NaN,NaN,,0.017033339,fishbowl,165.46,1.04,2.21869302,0.017033339,NaN,NaN,
fisherman,2.346353,2.513190955,3.6,3.45,0,0.5414921,3,,1.46612587,fisherman,325.98,29.25,2.513190955,1.46612587,2.514521,1.480725,
fishing,3.080987,3.530235568,1.95,1.8,2,0.6304847,2,,3.287046655,fishing,3390.28,1936.63,3.530235568,3.287046655,3.530364,3.287271,
fishy,2.158362,2.739762158,1.95,1.8,1,0.2246904,2,,0.784617293,fishy,549.24,6.09,2.739762158,0.784617293,2.740552,0.8506462,
fist,2.575188,3.454617748,1.55,1.3,6,0.5569387,1,,2.184663045,fist,2848.51,152.99,3.454617748,2.184663045,3.45477,2.187493,
fistful,1.491362,2.759070752,NaN,NaN,NaN,NaN,NaN,,2.103495844,fistful,574.21,126.91,2.759070752,2.103495844,NaN,NaN,
fit,3.468052,2.538234309,1.05,1,15,0.6509129,1,,1.850768727,fit,345.33,70.92,2.538234309,1.850768727,2.53949,1.85685,
fitting,2.456366,3.585661474,1.8,1.25,5,0.5824481,2,,3.335471942,fitting,3851.78,2165.07,3.585661474,3.335471942,3.585774,3.335672,
five,4.163132,3.47712415,1.5,1.55,8,0.6938818,1,,2.799932992,five,3000.02,630.86,3.47712415,2.799932992,3.477269,2.800621,
fix,3.64611,2.239924813,1.55,1.3,5,0.5886991,1,,1.276921132,fix,173.75,18.92,2.239924813,1.276921132,2.242417,1.299289,
fixed,3.216957,3.10558171,1.8,1.75,3,0.6496193,2,,1.981999714,fixed,1275.21,95.94,3.10558171,1.981999714,3.105922,1.986503,
fixer,1.568202,3.382553722,NaN,NaN,NaN,NaN,NaN,,1.779524343,fixer,2412.98,60.19,3.382553722,1.779524343,NaN,NaN,
fizz,1.50515,2.735822376,1.85,1,1,0.3215172,1,,-0.148741651,fizz,544.28,0.71,2.735822376,-0.148741651,2.73662,0.2329961,
fizzy,1.079181,2.700945886,1.95,1.6,3,0.262842,2,,0.783188691,fizzy,502.28,6.07,2.700945886,0.783188691,2.70181,0.8494194,
fjord,1.39794,2.538523465,1.9,1.9,0,0.481565,1,,0.758154622,fjord,345.56,5.73,2.538523465,0.758154622,2.539778,0.8280151,
flack,1.748188,3.107766053,NaN,NaN,NaN,NaN,NaN,,2.681286474,flack,1281.64,480.05,3.107766053,2.681286474,NaN,NaN,
flag,2.950851,2.504198919,1.45,1.5,6,0.6436216,1,,1.923399466,flag,319.3,83.83,2.504198919,1.923399466,2.505557,1.928549,
flagellation,0.845098,2.536583692,4.55,4.1,0,0.2638793,2,,2.387870132,flagellation,344.02,244.27,2.536583692,2.387870132,2.537844,2.389644,
flagpole,1.579784,2.335317459,3.55,3.75,0,0.352674,2,,1.077367905,flagpole,216.43,11.95,2.335317459,1.077367905,2.337319,1.11227,
flail,1,3.051272178,1.85,1.7,1,0.273373,1,,1.955254683,flail,1125.31,90.21,3.051272178,1.955254683,3.051658,1.960042,
flair,2.068186,3.235894413,1.8,1.25,2,0.5332609,1,,2.065915668,flair,1721.45,116.39,3.235894413,2.065915668,3.236147,2.069631,
flake,1.954243,2.872406867,1.55,1.35,4,0.3712505,1,,1.795810525,flake,745.43,62.49,2.872406867,1.795810525,2.872989,1.802705,
flakes,1.982271,3.109544801,1.8,1.6,3,0.441736,2,,1.696443763,flakes,1286.9,49.71,3.109544801,1.696443763,3.109882,1.705094,
flame,2.664642,2.866033188,1.5,1.35,4,0.593365,1,,1.923968965,flame,734.57,83.94,2.866033188,1.923968965,2.866624,1.929112,
flamenco,1.278754,2.665327657,3.15,4.2,0,0.4996305,1,,2.061829307,flamenco,462.73,115.3,2.665327657,2.061829307,2.666265,2.06558,
flaming,2.117271,3.509781644,1.75,1.8,4,0.5146685,2,,3.24641979,flaming,3234.31,1763.68,3.509781644,3.24641979,3.509916,3.246666,
flamingo,1.78533,2.547922316,2.65,3.8,0,0.4078268,1,,1.956120386,flamingo,353.12,90.39,2.547922316,1.956120386,2.54915,1.960899,
flange,1.113943,2.875928985,2,2.35,0,0.3847872,1,,2.318897715,flange,751.5,208.4,2.875928985,2.318897715,2.876507,2.320977,
flank,2.374748,3.075999268,1.55,1.5,6,0.5643729,1,,2.199837422,flank,1191.24,158.43,3.075999268,2.199837422,3.076364,2.20257,
flannel,1.851258,2.720473536,2.5,2.35,0,0.3194134,1,,2.063445953,flannel,525.38,115.73,2.720473536,2.063445953,2.721299,2.067182,
flap,2.133539,2.537516872,1.4,1.4,8,0.4930522,1,,1.908806599,flap,344.76,81.06,2.537516872,1.908806599,2.538775,1.914132,
flare,2.334454,3.389538177,1.6,1.25,3,0.4937835,1,,2.116508124,flare,2452.1,130.77,3.389538177,2.116508124,3.389715,2.119817,
flash,2.894316,2.990298887,1.65,1.35,5,0.6226394,1,,2.265831566,flash,977.91,184.43,2.990298887,2.265831566,2.990743,2.26818,
flashlight,2.481443,1.737272177,3.8,3.35,0,0.3722657,2,,1.133858125,flashlight,54.61,13.61,1.737272177,1.133858125,1.745153,1.16465,
flashy,1.991226,2.466823151,1.9,1.8,1,0.3823347,2,,1.236537261,flashy,292.97,17.24,2.466823151,1.236537261,2.468303,1.261025,
flask,1.763428,2.954025308,1.85,1.9,1,0.3776404,1,,2.208871138,flask,899.55,161.76,2.954025308,2.208871138,2.954508,2.211548,
flat,3.126456,3.714989085,1.3,1.2,6,0.6455529,1,,2.10961229,flat,5187.87,128.71,3.714989085,2.10961229,3.715073,2.112973,
flatness,0.69897,2.714287837,2.55,2.45,0,0.3253092,2,,2.385391754,flatness,517.95,242.88,2.714287837,2.385391754,2.715126,2.387176,
flatten,1.80618,2.955211352,2.15,1.85,0,0.3091631,2,,1.991846054,flatten,902.01,98.14,2.955211352,1.991846054,2.955693,1.996249,
flaunt,1.70757,2.77524626,2,1.95,0,0.2450177,1,,1.642958879,flaunt,596,43.95,2.77524626,1.642958879,2.775974,1.65273,
flavor,2.40824,2.558228422,2.3,1.85,0,0.5613665,1,,1.226599905,flavor,361.6,16.85,2.558228422,1.226599905,NaN,NaN,
flavorings,0.7781513,2.082318522,3.45,3.1,0,0.4012291,3,,1.431685345,flavorings,120.87,27.02,2.082318522,1.431685345,NaN,NaN,
flaw,2.193125,2.515847362,1.35,1.3,5,0.4812494,1,,1.886377907,flaw,327.98,76.98,2.515847362,1.886377907,2.517169,1.891983,
flax,1.39794,2.482573474,1.5,1.4,2,0.4587864,1,,1.871222557,flax,303.79,74.34,2.482573474,1.871222557,2.484001,1.877026,
flays,NaN,2.814047721,0,0,5,NaN,2,,1.813247301,flays,651.7,65.05,2.814047721,1.813247301,2.814714,1.819873,
flea,2.230449,2.435111433,1.7,1,2,0.4699838,1,,1.490099005,flea,272.34,30.91,2.435111433,1.490099005,2.436703,1.503927,
fleck,0.90309,2.80122529,1.9,1.4,2,0.3665232,1,,1.690550462,fleck,632.74,49.04,2.80122529,1.690550462,2.801911,1.699317,
fled,2.352183,2.761160759,1.45,1.35,4,0.604266,1,,1.576571684,fled,576.98,37.72,2.761160759,1.576571684,2.761913,1.587935,
flee,2.369216,2.364644785,1.45,1,6,0.5823808,1,,1.493736802,flee,231.55,31.17,2.364644785,1.493736802,2.366516,1.507451,
fleece,1.778151,2.772130927,2.45,1.55,0,0.3845605,1,,1.582971929,fleece,591.74,38.28,2.772130927,1.582971929,2.772864,1.594171,
fleet,2.733197,2.804984019,1.75,1.15,2,0.6360197,1,,2.039612382,fleet,638.24,109.55,2.804984019,2.039612382,2.805664,2.043559,
flesh,3.051538,2.918088029,1.8,1.55,3,0.5799522,1,,1.950754182,flesh,828.11,89.28,2.918088029,1.950754182,2.918612,1.955592,
flew,2.895423,2.626134979,1.55,1.1,7,0.6018072,1,,1.748962861,flew,422.8,56.1,2.626134979,1.748962861,2.627161,1.756636,
flex,1.70757,2.086074954,1.65,1.6,3,0.4900603,1,,1.447002898,flex,121.92,27.99,2.086074954,1.447002898,2.089623,1.462248,
flexible,2.136721,2.684764597,3.3,3.35,0,0.605316,2,,2.373922952,flexible,483.91,236.55,2.684764597,2.373922952,2.685661,2.375755,
